Unnamed: 0,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE,Car Make,Car Model Name,COE End Date (raw),COE End Date,Price_num,Depreciation_num,Mileage_num,Road Tax_num,OMV_num,ARF_num,Engine Cap_num,Power_num,No. of Owners_num,COE_num,Cluster
0,Toyota Vios 1.5M E (COE till 07/2022),"$11,800 ","$7,980 /yr",,"165,200 km (12.2k /yr)",$958 /yr,,"1,497 cc","1,075 kg",2007.0,Manual,"$11,989 ","$13,188 ",80.0 kW (107 bhp),3,"$24,100 ",Toyota,Vios 1.5M E,,2022-07-01,11800.0,7980.0,16520012.2,958.0,11989.0,13188.0,1497,80.0107,3.0,24100.0,2.0
1,Mitsubishi Lancer EX 1.6A,"$28,800 ",,,"128,000 km (15.9k /yr)",$738 /yr,,"1,590 cc","1,322 kg",2012.0,Auto,"$16,673 ","$16,673 ",86.0 kW (115 bhp),1,"$66,889 ",Mitsubishi,Lancer EX 1.6A,,,28800.0,,12800015.9,738.0,16673.0,16673.0,1590,86.0115,1.0,66889.0,2.0
2,Kia Cerato K3 1.6A SX,"$58,888 ",,,"46,974 km (11.9k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2016.0,Auto,"$17,780 ","$17,780 ",95.3 kW (127 bhp),1,"$48,401 ",Kia,Cerato K3 1.6A SX,,,58888.0,,4697411.9,738.0,17780.0,17780.0,1591,95.3127,1.0,48401.0,0.0
3,Mitsubishi Lancer 1.6A GLX (COE till 03/2029),"$41,800 ","$5,180 /yr",,"134,000 km (11.2k /yr)",$881 /yr,,"1,584 cc","1,162 kg",2009.0,Auto,"$14,693 ","$14,693 ",79.0 kW (105 bhp),2,"$25,525 ",Mitsubishi,Lancer 1.6A GLX,,2029-03-01,41800.0,5180.0,13400011.2,881.0,14693.0,14693.0,1584,79.0105,2.0,25525.0,2.0
4,Toyota Corolla Altis 1.6A (New 10-yr COE),"$55,800 ","$5,580 /yr",,"185,000 km (18.4k /yr)",$742 /yr,N.A.,"1,598 cc","1,195 kg",2010.0,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),3,N.A.,Toyota,Corolla Altis 1.6A,,2035-12-31,55800.0,5580.0,18500018.4,742.0,16286.0,16286.0,1598,90.012,3.0,,2.0
5,Toyota Corolla Axio 1.5A X (COE till 04/2024),"$22,800 ","$7,080 /yr",,"125,000 km (10.6k /yr)",$818 /yr,,"1,496 cc","1,130 kg",2008.0,Auto,"$12,135 ","$12,135 ",81.0 kW (108 bhp),4,"$13,088 ",Toyota,Corolla Axio 1.5A X,,2024-04-01,22800.0,7080.0,12500010.6,818.0,12135.0,12135.0,1496,81.0108,4.0,13088.0,2.0
6,Mazda 3 1.5A,"$65,800 ",,,"23,443 km (8.5k /yr)",$682 /yr,,"1,496 cc","1,310 kg",2017.0,Auto,"$14,299 ","$14,299 ",88.0 kW (118 bhp),2,"$38,389 ",Mazda,3 1.5A,,,65800.0,,234438.5,682.0,14299.0,14299.0,1496,88.0118,2.0,38389.0,1.0
7,Honda Civic 1.6A VTi (COE till 10/2023),"$21,800 ","$8,070 /yr",,"128,888 km (10.5k /yr)",$962 /yr,,"1,595 cc","1,220 kg",2008.0,Auto,"$20,060 ","$20,060 ",92.0 kW (123 bhp),3,"$15,142 ",Honda,Civic 1.6A VTi,,2023-10-01,21800.0,8070.0,12888810.5,962.0,20060.0,20060.0,1595,92.0123,3.0,15142.0,2.0
8,Hyundai Elantra 1.6A Elite,"$38,500 ",,,"127,000 km (19.3k /yr)",$738 /yr,,"1,591 cc","1,292 kg",2014.0,Auto,"$13,360 ","$13,360 ",97.0 kW (130 bhp),2,"$61,990 ",Hyundai,Elantra 1.6A Elite,,,38500.0,,12700019.3,738.0,13360.0,13360.0,1591,97.013,2.0,61990.0,2.0
9,Mazda 3 1.5A Deluxe,"$77,500 ",,,"24,000 km (11k /yr)",$682 /yr,,"1,496 cc","1,331 kg",2018.0,Auto,"$17,656 ","$17,656 ",88.0 kW (118 bhp),1,"$25,000 ",Mazda,3 1.5A Deluxe,,,77500.0,,2400011.0,682.0,17656.0,17656.0,1496,88.0118,1.0,25000.0,1.0
10,Toyota Corolla Altis 1.6A,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015.0,Auto,"$19,589 ","$14,589 ",90.0 kW (120 bhp),4,"$67,749 ",Toyota,Corolla Altis 1.6A,,,,,,742.0,19589.0,14589.0,1598,90.012,4.0,67749.0,
11,Toyota Corolla Altis 1.6A (COE till 04/2022),"$8,500 ","$7,200 /yr",,"150,000 km (10.8k /yr)","$1,039 /yr",,"1,598 cc","1,115 kg",2006.0,Auto,"$15,355 ","$16,891 ",81.0 kW (108 bhp),4,"$25,115 ",Toyota,Corolla Altis 1.6A,,2022-04-01,8500.0,7200.0,15000010.8,1039.0,15355.0,16891.0,1598,81.0108,4.0,25115.0,2.0
12,Toyota Corolla Altis 1.6A (New 5-yr COE),"$35,800 ","$7,160 /yr",,"88,563 km (8.8k /yr)",$742 /yr,N.A.,"1,598 cc","1,195 kg",2010.0,Auto,"$16,446 ","$16,446 ",90.0 kW (120 bhp),3,N.A.,Toyota,Corolla Altis 1.6A,,,35800.0,7160.0,885638.8,742.0,16446.0,16446.0,1598,90.012,3.0,,0.0
13,Subaru Impreza 4D 2.0i-S,"$66,500 ",,,"49,300 km (13.4k /yr)","$1,208 /yr",,"1,995 cc","1,438 kg",2016.0,Auto,"$20,821 ","$21,150 ",115.0 kW (154 bhp),1,"$46,229 ",Subaru,Impreza 4D 2.0i-S,,,66500.0,,4930013.4,1208.0,20821.0,21150.0,1995,115.0154,1.0,46229.0,0.0
14,Volkswagen Jetta GP 1.4A TSI,"$58,800 ",,,"79,000 km (18.5k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2015.0,Auto,"$18,494 ","$18,494 ",90.0 kW (120 bhp),1,"$55,201 ",Volkswagen,Jetta GP 1.4A TSI,,,58800.0,,7900018.5,620.0,18494.0,18494.0,1390,90.012,1.0,55201.0,0.0
15,Toyota Corolla Axio 1.5A X (COE till 03/2024),"$20,888 ","$6,630 /yr",,N.A.,$818 /yr,,"1,496 cc","1,130 kg",2008.0,Auto,"$16,066 ","$16,066 ",81.0 kW (108 bhp),2,"$12,763 ",Toyota,Corolla Axio 1.5A X,,2024-03-01,20888.0,6630.0,,818.0,16066.0,16066.0,1496,81.0108,2.0,12763.0,
16,Kia Cerato Forte 1.6A SX (New 5-yr COE),"$34,800 ","$6,960 /yr",,"138,000 km (13.5k /yr)",$812 /yr,N.A.,"1,591 cc",N.A.,1251.0,Auto,"$13,374 ","$13,374 ",92.7 kW (124 bhp),2,N.A.,Kia,Cerato Forte 1.6A SX,,,34800.0,6960.0,13800013.5,812.0,13374.0,13374.0,1591,92.7124,2.0,,2.0
17,Toyota Corolla Altis 1.6A (COE till 04/2029),"$46,800 ","$5,680 /yr",,"85,000 km (7.5k /yr)",$890 /yr,,"1,598 cc","1,195 kg",2009.0,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),1,"$26,175 ",Toyota,Corolla Altis 1.6A,,2029-04-01,46800.0,5680.0,850007.5,890.0,17853.0,17853.0,1598,80.0107,1.0,26175.0,0.0
18,Toyota Vios 1.5A G,"$65,700 ",,,"42,000 km (14k /yr)",$682 /yr,,"1,496 cc","1,100 kg",2017.0,Auto,"$15,677 ","$15,677 ",79.0 kW (105 bhp),1,"$41,400 ",Toyota,Vios 1.5A G,,,65700.0,,4200014.0,682.0,15677.0,15677.0,1496,79.0105,1.0,41400.0,0.0
19,Kia Cerato K3 1.6A Sunroof,"$62,800 ",,,"40,000 km (11.6k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$15,868 ","$15,868 ",95.3 kW (127 bhp),1,"$44,002 ",Kia,Cerato K3 1.6A Sunroof,,,62800.0,,4000011.6,738.0,15868.0,15868.0,1591,95.3127,1.0,44002.0,0.0
20,Kia Cerato K3 1.6A,"$56,800 ",,,"80,000 km (18.7k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2016.0,Auto,"$14,594 ","$14,594 ",95.3 kW (127 bhp),1,"$50,991 ",Kia,Cerato K3 1.6A,,,56800.0,,8000018.7,738.0,14594.0,14594.0,1591,95.3127,1.0,50991.0,0.0
21,Mazda 3 1.5A Deluxe,"$54,888 ",,,"64,244 km (13.9k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2016.0,Auto,"$18,622 ","$13,622 ",88.0 kW (118 bhp),1,"$53,694 ",Mazda,3 1.5A Deluxe,,,54888.0,,6424413.9,682.0,18622.0,13622.0,1496,88.0118,1.0,53694.0,0.0
22,Kia Cerato K3 1.6A EX,"$49,800 ",,,"97,000 km (20.5k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2016.0,Auto,"$14,036 ","$14,036 ",95.3 kW (127 bhp),2,"$47,889 ",Kia,Cerato K3 1.6A EX,,,49800.0,,9700020.5,738.0,14036.0,14036.0,1591,95.3127,2.0,47889.0,0.0
23,Toyota Allion 1.5A (COE till 01/2028),"$41,800 ","$5,990 /yr",,"148,500 km (11.4k /yr)",$887 /yr,,"1,496 cc","1,200 kg",2007.0,Auto,"$15,539 ","$17,093 ",81.0 kW (108 bhp),2,"$42,970 ",Toyota,Allion 1.5A,,2028-01-01,41800.0,5990.0,14850011.4,887.0,15539.0,17093.0,1496,81.0108,2.0,42970.0,2.0
24,Honda Civic 1.6A VTi,"$86,800 ",,,"55,000 km (23.4k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2018.0,Auto,"$20,645 ","$20,903 ",92.0 kW (123 bhp),1,"$33,798 ",Honda,Civic 1.6A VTi,,,86800.0,,5500023.4,742.0,20645.0,20903.0,1597,92.0123,1.0,33798.0,1.0
25,Toyota Allion 1.5A (COE till 10/2023),"$21,800 ","$7,980 /yr",,"95,000 km (7.7k /yr)",$887 /yr,,"1,496 cc","1,200 kg",2008.0,Auto,"$15,433 ","$15,433 ",81.0 kW (108 bhp),2,"$15,142 ",Toyota,Allion 1.5A,,2023-10-01,21800.0,7980.0,950007.7,887.0,15433.0,15433.0,1496,81.0108,2.0,15142.0,0.0
26,Toyota Corolla Altis 1.6A,"$43,800 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2014.0,Auto,"$18,650 ","$13,650 ",90.0 kW (120 bhp),1,"$62,890 ",Toyota,Corolla Altis 1.6A,,,43800.0,,,742.0,18650.0,13650.0,1598,90.012,1.0,62890.0,
27,Hyundai Elantra 1.6A GLS Elite,"$59,888 ",,,"95,416 km (21.7k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2016.0,Auto,"$17,432 ","$17,432 ",93.8 kW (125 bhp),1,"$51,506 ",Hyundai,Elantra 1.6A GLS Elite,,,59888.0,,9541621.7,738.0,17432.0,17432.0,1591,93.8125,1.0,51506.0,0.0
28,Kia Cerato K3 1.6A,"$60,800 ",,,"66,000 km (20.4k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$12,690 ","$12,690 ",95.3 kW (127 bhp),1,"$41,761 ",Kia,Cerato K3 1.6A,,,60800.0,,6600020.4,738.0,12690.0,12690.0,1591,95.3127,1.0,41761.0,0.0
29,Toyota Corolla Altis 1.6A,"$27,500 ",,,N.A.,$742 /yr,,"1,598 cc","1,195 kg",2012.0,Auto,"$14,885 ","$14,885 ",90.0 kW (120 bhp),2,"$71,001 ",Toyota,Corolla Altis 1.6A,,,27500.0,,,742.0,14885.0,14885.0,1598,90.012,2.0,71001.0,
30,Toyota Corolla Altis 1.6A (COE till 12/2023),"$19,800 ","$6,920 /yr",,N.A.,$965 /yr,,"1,598 cc","1,195 kg",2008.0,Auto,"$16,084 ","$16,084 ",80.0 kW (107 bhp),3,"$13,786 ",Toyota,Corolla Altis 1.6A,,2023-12-01,19800.0,6920.0,,965.0,16084.0,16084.0,1598,80.0107,3.0,13786.0,
31,Toyota Vios 1.5A E (COE till 08/2022),"$13,800 ","$9,060 /yr",,"140,000 km (10.4k /yr)",$958 /yr,,"1,497 cc","1,095 kg",2007.0,Auto,"$12,607 ","$13,868 ",80.0 kW (107 bhp),4,"$22,700 ",Toyota,Vios 1.5A E,,2022-08-01,13800.0,9060.0,14000010.4,958.0,12607.0,13868.0,1497,80.0107,4.0,22700.0,2.0
32,Hyundai Elantra 1.6A GLS Elite,"$48,515 ",,,"107,000 km (21.2k /yr)",$738 /yr,,"1,591 cc","1,292 kg",2015.0,Auto,"$15,198 ","$15,198 ",97.0 kW (130 bhp),1,"$45,002 ",Hyundai,Elantra 1.6A GLS Elite,,,48515.0,,10700021.2,738.0,15198.0,15198.0,1591,97.013,1.0,45002.0,2.0
33,Kia Cerato Forte 1.6A SX (COE till 01/2026),"$36,800 ","$7,380 /yr",,N.A.,$738 /yr,,"1,591 cc","1,261 kg",2010.0,Auto,"$13,637 ","$13,637 ",91.1 kW (122 bhp),3,"$19,069 ",Kia,Cerato Forte 1.6A SX,,2026-01-01,36800.0,7380.0,,738.0,13637.0,13637.0,1591,91.1122,3.0,19069.0,
34,Hyundai Elantra 1.6A,"$45,300 ",,,"80,187 km (15.2k /yr)",$738 /yr,,"1,591 cc","1,292 kg",2015.0,Auto,"$12,771 ","$12,771 ",97.0 kW (130 bhp),2,"$57,301 ",Hyundai,Elantra 1.6A,,,45300.0,,8018715.2,738.0,12771.0,12771.0,1591,97.013,2.0,57301.0,0.0
35,Toyota Corolla Altis 1.6A Elegance,"$89,800 ",,,"9,540 km (6.9k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2019.0,Auto,"$20,879 ","$21,231 ",96.0 kW (128 bhp),1,"$31,783 ",Toyota,Corolla Altis 1.6A Elegance,,,89800.0,,95406.9,742.0,20879.0,21231.0,1598,96.0128,1.0,31783.0,1.0
36,Volkswagen Jetta 1.4A TSI Sportline,"$67,988 ",,,"50,000 km (13.9k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2015.0,Auto,"$21,922 ","$22,691 ",90.0 kW (120 bhp),2,"$54,556 ",Volkswagen,Jetta 1.4A TSI Sportline,,,67988.0,,5000013.9,620.0,21922.0,22691.0,1390,90.012,2.0,54556.0,0.0
37,Hyundai Elantra 1.6A Elite (New 5-yr COE),"$36,800 ","$7,360 /yr",,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2011.0,Auto,"$13,976 ","$13,976 ",95.6 kW (128 bhp),2,N.A.,Hyundai,Elantra 1.6A Elite,,,36800.0,7360.0,,738.0,13976.0,13976.0,1591,95.6128,2.0,,
38,Honda Civic 1.5A VTEC Turbo Sunroof,"$103,800 ",,,"29,000 km (14.1k /yr)",$684 /yr,,"1,498 cc","1,324 kg",2018.0,Auto,"$26,594 ","$29,232 ",127.0 kW (170 bhp),1,"$32,302 ",Honda,Civic 1.5A VTEC Turbo Sunroof,,,103800.0,,2900014.1,684.0,26594.0,29232.0,1498,127.017,1.0,32302.0,1.0
39,Hyundai Avante 1.6A GLS,"$71,800 ",,,"19,800 km (13.9k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2019.0,Auto,"$12,631 ","$12,631 ",93.8 kW (125 bhp),1,"$26,667 ",Hyundai,Avante 1.6A GLS,,,71800.0,,1980013.9,738.0,12631.0,12631.0,1591,93.8125,1.0,26667.0,1.0
40,Hyundai Elantra 1.6A Elite (New 5-yr COE),"$36,800 ","$7,360 /yr",,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2011.0,Auto,"$13,976 ","$13,976 ",95.6 kW (128 bhp),1,N.A.,Hyundai,Elantra 1.6A Elite,,,36800.0,7360.0,,738.0,13976.0,13976.0,1591,95.6128,1.0,,
41,Chevrolet Cruze 1.6A (COE till 11/2025),"$31,000 ","$6,450 /yr",,"120,000 km (11.8k /yr)",$816 /yr,,"1,598 cc","1,388 kg",2010.0,Auto,"$12,091 ","$12,091 ",80.0 kW (107 bhp),4,"$18,238 ",Chevrolet,Cruze 1.6A,,2025-11-01,31000.0,6450.0,12000011.8,816.0,12091.0,12091.0,1598,80.0107,4.0,18238.0,2.0
42,Honda Civic 1.6A VTi (COE till 05/2025),"$33,300 ","$7,850 /yr",,"115,014 km (10.7k /yr)",$814 /yr,,"1,595 cc","1,220 kg",2008.0,Auto,"$25,281 ","$25,281 ",92.0 kW (123 bhp),2,"$16,438 ",Honda,Civic 1.6A VTi,,2025-05-01,33300.0,7850.0,11501410.7,814.0,25281.0,25281.0,1595,92.0123,2.0,16438.0,2.0
43,Toyota Allion 1.5A (COE till 02/2024),"$24,800 ","$8,160 /yr",,"133,000 km (11.1k /yr)",$818 /yr,,"1,496 cc","1,200 kg",2008.0,Auto,"$20,498 ","$20,498 ",81.0 kW (108 bhp),3,"$12,864 ",Toyota,Allion 1.5A,,2024-02-01,24800.0,8160.0,13300011.1,818.0,20498.0,20498.0,1496,81.0108,3.0,12864.0,2.0
44,Toyota Corolla Altis 1.6A Standard,"$75,800 ",,,"42,000 km (16.1k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2018.0,Auto,"$19,741 ","$19,741 ",96.0 kW (128 bhp),1,"$38,941 ",Toyota,Corolla Altis 1.6A Standard,,,75800.0,,4200016.1,742.0,19741.0,19741.0,1598,96.0128,1.0,38941.0,1.0
45,Kia Rio 1.4A (COE till 08/2023),"$17,500 ","$6,940 /yr",,N.A.,$814 /yr,,"1,399 cc","1,176 kg",2008.0,Auto,"$9,846 ","$6,027 ",69.9 kW (93 bhp),5,"$17,099 ",Kia,Rio 1.4A,,2023-08-01,17500.0,6940.0,,814.0,9846.0,6027.0,1399,69.993,5.0,17099.0,
46,Kia Cerato K3 1.6A EX,"$52,800 ",,,"76,300 km (16.5k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2016.0,Auto,"$14,328 ","$14,328 ",95.3 kW (127 bhp),1,"$45,880 ",Kia,Cerato K3 1.6A EX,,,52800.0,,7630016.5,738.0,14328.0,14328.0,1591,95.3127,1.0,45880.0,0.0
47,Toyota Vios 1.5A E (COE till 11/2025),"$34,800 ","$7,270 /yr",,N.A.,$752 /yr,,"1,497 cc","1,095 kg",2010.0,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),3,"$18,238 ",Toyota,Vios 1.5A E,,2025-11-01,34800.0,7270.0,,752.0,12306.0,12306.0,1497,80.0107,3.0,18238.0,
48,Toyota Esquire 2.0A Xi,"$71,800 ",,,"56,000 km (10.7k /yr)","$1,196 /yr",,"1,986 cc","1,570 kg",2015.0,Auto,"$23,018 ","$24,226 ",112.0 kW (150 bhp),1,"$71,509 ",Toyota,Esquire 2.0A Xi,,,71800.0,,5600010.7,1196.0,23018.0,24226.0,1986,112.015,1.0,71509.0,1.0
49,Mitsubishi Lancer EX 1.5A GLS (COE till 01/2024),"$23,800 ","$8,160 /yr",,"133,000 km (11k /yr)",$889 /yr,,"1,499 cc","1,313 kg",2008.0,Auto,"$18,193 ","$18,193 ",80.0 kW (107 bhp),3,"$13,024 ",Mitsubishi,Lancer EX 1.5A GLS,,2024-01-01,23800.0,8160.0,13300011.0,889.0,18193.0,18193.0,1499,80.0107,3.0,13024.0,2.0
50,Mitsubishi Lancer EX 1.6A,"$55,515 ",,,"61,000 km (16.8k /yr)",$738 /yr,,"1,590 cc","1,284 kg",2017.0,Auto,"$11,074 ","$11,074 ",86.0 kW (115 bhp),1,"$51,765 ",Mitsubishi,Lancer EX 1.6A,,,55515.0,,6100016.8,738.0,11074.0,11074.0,1590,86.0115,1.0,51765.0,0.0
51,Subaru Impreza 4D 1.6i-S,"$60,500 ",,,"57,800 km (14.2k /yr)",$744 /yr,,"1,600 cc","1,449 kg",2016.0,Auto,"$19,307 ","$19,307 ",84.0 kW (112 bhp),1,"$50,010 ",Subaru,Impreza 4D 1.6i-S,,,60500.0,,5780014.2,744.0,19307.0,19307.0,1600,84.0112,1.0,50010.0,0.0
52,Hyundai Avante 1.6A GLS S,"$69,300 ",,,"38,000 km (20.2k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2019.0,Auto,"$14,588 ","$14,588 ",93.8 kW (125 bhp),1,"$25,689 ",Hyundai,Avante 1.6A GLS S,,,69300.0,,3800020.2,738.0,14588.0,14588.0,1591,93.8125,1.0,25689.0,1.0
53,Mitsubishi Attrage 1.2A,"$53,800 ",,,"46,000 km (15.3k /yr)",$506 /yr,,"1,193 cc",940 kg,2017.0,Auto,"$13,335 ","$5,000 ",59.0 kW (79 bhp),1,"$47,112 ",Mitsubishi,Attrage 1.2A,,,53800.0,,4600015.3,506.0,13335.0,5000.0,1193,59.079,1.0,47112.0,0.0
54,Mitsubishi Lancer EX 1.6A Sports,"$49,800 ",,,"79,385 km (16.4k /yr)",$738 /yr,,"1,590 cc","1,284 kg",2015.0,Auto,"$13,571 ","$13,571 ",86.0 kW (115 bhp),1,"$45,000 ",Mitsubishi,Lancer EX 1.6A Sports,,,49800.0,,7938516.4,738.0,13571.0,13571.0,1590,86.0115,1.0,45000.0,0.0
55,Kia Cerato K3 1.6A SX,"$55,800 ",,,"71,058 km (15.6k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2016.0,Auto,"$16,825 ","$16,825 ",95.3 kW (127 bhp),1,"$52,301 ",Kia,Cerato K3 1.6A SX,,,55800.0,,7105815.6,738.0,16825.0,16825.0,1591,95.3127,1.0,52301.0,0.0
56,Kia Cerato Forte 1.6M EX (COE till 04/2024),"$21,500 ","$6,650 /yr",,N.A.,$886 /yr,,"1,591 cc","1,227 kg",2009.0,Manual,"$10,072 ","$10,072 ",92.7 kW (124 bhp),4,"$13,088 ",Kia,Cerato Forte 1.6M EX,,2024-04-01,21500.0,6650.0,,886.0,10072.0,10072.0,1591,92.7124,4.0,13088.0,
57,Volkswagen Jetta GP 1.4A TSI Highline,"$42,000 ",,,"42,000 km (7.3k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2015.0,Auto,"$17,553 ","$7,553 ",90.0 kW (120 bhp),1,"$67,601 ",Volkswagen,Jetta GP 1.4A TSI Highline,,,42000.0,,420007.3,620.0,17553.0,7553.0,1390,90.012,1.0,67601.0,0.0
58,Nissan Sylphy 1.6A Premium,"$46,300 ",,,"79,700 km (15.3k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015.0,Auto,"$16,439 ","$16,439 ",85.0 kW (113 bhp),2,"$56,001 ",Nissan,Sylphy 1.6A Premium,,,46300.0,,7970015.3,742.0,16439.0,16439.0,1598,85.0113,2.0,56001.0,0.0
59,Mazda 3 1.5A,"$58,000 ",,,N.A.,$682 /yr,,"1,496 cc","1,321 kg",2016.0,Auto,"$16,614 ","$11,614 ",88.0 kW (118 bhp),3,"$53,000 ",Mazda,3 1.5A,,,58000.0,,,682.0,16614.0,11614.0,1496,88.0118,3.0,53000.0,
60,Nissan Sunny 1.6M EX (COE till 03/2022),"$9,999 ","$8,710 /yr",,"75,000 km (5.5k /yr)","$1,039 /yr",,"1,597 cc","1,085 kg",2007.0,Manual,"$10,703 ","$11,774 ",81.0 kW (108 bhp),1,"$24,715 ",Nissan,Sunny 1.6M EX,,2022-03-01,9999.0,8710.0,750005.5,1039.0,10703.0,11774.0,1597,81.0108,1.0,24715.0,0.0
61,Kia Cerato K3 1.6A EX,"$58,888 ",,,"49,787 km (13.9k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$13,002 ","$13,002 ",95.3 kW (127 bhp),1,"$42,801 ",Kia,Cerato K3 1.6A EX,,,58888.0,,4978713.9,738.0,13002.0,13002.0,1591,95.3127,1.0,42801.0,0.0
62,Toyota Vios 1.5A J (New 5-yr COE),"$33,800 ","$6,760 /yr",,"123,000 km (12.2k /yr)",$684 /yr,N.A.,"1,497 cc","1,095 kg",2010.0,Auto,"$11,708 ","$11,708 ",80.0 kW (107 bhp),4,N.A.,Toyota,Vios 1.5A J,,,33800.0,6760.0,12300012.2,684.0,11708.0,11708.0,1497,80.0107,4.0,,2.0
63,Volkswagen Jetta GP 1.4A TSI,"$51,888 ",,,"88,000 km (16.3k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2015.0,Auto,"$19,307 ","$19,307 ",90.0 kW (120 bhp),1,"$57,089 ",Volkswagen,Jetta GP 1.4A TSI,,,51888.0,,8800016.3,620.0,19307.0,19307.0,1390,90.012,1.0,57089.0,0.0
64,Hyundai Avante 1.6A S (COE till 02/2022),"$8,200 ","$7,860 /yr",,"146,532 km (10.5k /yr)","$1,033 /yr",,"1,591 cc","1,264 kg",2007.0,Auto,"$14,573 ","$4,231 ",89.7 kW (120 bhp),2,"$25,197 ",Hyundai,Avante 1.6A S,,2022-02-01,8200.0,7860.0,14653210.5,1033.0,14573.0,4231.0,1591,89.712,2.0,25197.0,2.0
65,Honda Civic 1.5A VTEC Turbo Sunroof,"$82,588 ",,,N.A.,$684 /yr,,"1,498 cc","1,324 kg",2016.0,Auto,"$26,078 ","$23,510 ",127.0 kW (170 bhp),1,"$57,508 ",Honda,Civic 1.5A VTEC Turbo Sunroof,,,82588.0,,,684.0,26078.0,23510.0,1498,127.017,1.0,57508.0,
66,Hyundai Avante 1.6A GLS S,"$70,500 ",,,"43,000 km (24.5k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2019.0,Auto,"$14,494 ","$14,494 ",93.8 kW (125 bhp),1,"$26,659 ",Hyundai,Avante 1.6A GLS S,,,70500.0,,4300024.5,738.0,14494.0,14494.0,1591,93.8125,1.0,26659.0,1.0
67,Toyota Corolla Altis 1.6A Classic,"$62,800 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2016.0,Auto,"$17,982 ","$17,982 ",90.0 kW (120 bhp),1,"$51,506 ",Toyota,Corolla Altis 1.6A Classic,,,62800.0,,,742.0,17982.0,17982.0,1598,90.012,1.0,51506.0,
68,Mitsubishi Lancer 1.3M GLXI (COE till 03/2030),"$44,805 ","$4,890 /yr",,N.A.,$849 /yr,,"1,298 cc",N.A.,1992.0,Manual,"$12,716 ","$19,074 ",,More than 6,"$33,207 ",Mitsubishi,Lancer 1.3M GLXI,,2030-03-01,44805.0,4890.0,,849.0,12716.0,19074.0,1298,,6.0,33207.0,
69,Skoda Octavia 1.4A TSI Ambition Plus,"$89,000 ",,,"16,000 km (11.2k /yr)",$624 /yr,,"1,395 cc","1,289 kg",2018.0,Auto,"$20,151 ","$20,212 ",110.0 kW (147 bhp),1,"$39,400 ",Skoda,Octavia 1.4A TSI Ambition Plus,,,89000.0,,1600011.2,624.0,20151.0,20212.0,1395,110.0147,1.0,39400.0,1.0
70,Kia Cerato Forte 1.6A SX (COE till 05/2024),"$24,800 ","$7,470 /yr",,"112,000 km (9.6k /yr)",$886 /yr,,"1,591 cc","1,251 kg",2009.0,Auto,"$13,989 ","$13,989 ",92.7 kW (124 bhp),2,"$13,943 ",Kia,Cerato Forte 1.6A SX,,2024-05-01,24800.0,7470.0,1120009.6,886.0,13989.0,13989.0,1591,92.7124,2.0,13943.0,0.0
71,Mitsubishi Lancer EX 1.6A,"$44,800 ",,,"36,223 km (6.3k /yr)",$738 /yr,,"1,590 cc","1,289 kg",2015.0,Auto,"$11,568 ","$11,568 ",86.0 kW (115 bhp),1,"$67,749 ",Mitsubishi,Lancer EX 1.6A,,,44800.0,,362236.3,738.0,11568.0,11568.0,1590,86.0115,1.0,67749.0,0.0
72,Honda Civic 1.6A VTi,"$94,888 ",,,"13,800 km",$742 /yr,,"1,597 cc","1,237 kg",2019.0,Auto,"$19,833 ","$19,833 ",92.0 kW (123 bhp),1,"$32,999 ",Honda,Civic 1.6A VTi,,,94888.0,,13800.0,742.0,19833.0,19833.0,1597,92.0123,1.0,32999.0,1.0
