Unnamed: 0,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE,Car Make,Car Model Name,COE End Date (raw),COE End Date,Price_num,Depreciation_num,Mileage_num,Road Tax_num,OMV_num,ARF_num,Engine Cap_num,Power_num,No. of Owners_num,COE_num,Cluster
3844,Hyundai Elantra 1.6A GLS S (OPC),N.A,N.A,,N.A.,$238 /yr,N.A.,"1,591 cc","1,345 kg",2017.0,Auto,"$11,891 ","$11,891 ",93.8 kW (125 bhp),1,"$21,200 ",Hyundai,Elantra 1.6A GLS S (OPC),,,,,,238.0,11891.0,11891.0,1591,93.8125,1.0,21200.0,
3845,Toyota Corolla Altis 1.6A (COE till 07/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009.0,Auto,"$17,500 ","$17,500 ",80.0 kW (107 bhp),2,"$15,256 ",Toyota,Corolla Altis 1.6A,,2024-07-01,,,,890.0,17500.0,17500.0,1598,80.0107,2.0,15256.0,
3847,Honda Civic 1.8A VTi-S (COE till 10/2022),N.A,N.A,,N.A.,"$1,369 /yr",N.A.,"1,799 cc","1,219 kg",2007.0,Auto,"$20,580 ","$22,638 ",103.0 kW (138 bhp),2,"$25,226 ",Honda,Civic 1.8A VTi-S,,2022-10-01,,,,1369.0,20580.0,22638.0,1799,103.0138,2.0,25226.0,
3848,Volkswagen Jetta Sport 1.4A TSI (New 5-yr COE),N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,377 kg",2010.0,Auto,"$22,083 ","$22,083 ",118.0 kW (158 bhp),2,N.A.,Volkswagen,Jetta Sport 1.4A TSI,,,,,,620.0,22083.0,22083.0,1390,118.0158,2.0,,
3849,Toyota Corolla Altis 1.6A Classic,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2016.0,Auto,"$17,982 ","$17,982 ",90.0 kW (120 bhp),1,"$56,002 ",Toyota,Corolla Altis 1.6A Classic,,,,,,742.0,17982.0,17982.0,1598,90.012,1.0,56002.0,
3851,Kia Cerato K3 1.6A SX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2016.0,Auto,"$17,267 ","$17,267 ",95.3 kW (127 bhp),1,"$52,668 ",Kia,Cerato K3 1.6A SX,,,,,,738.0,17267.0,17267.0,1591,95.3127,1.0,52668.0,
3852,Hyundai Elantra 1.6A GLS,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2016.0,Auto,"$12,975 ","$12,975 ",93.8 kW (125 bhp),1,"$47,889 ",Hyundai,Elantra 1.6A GLS,,,,,,738.0,12975.0,12975.0,1591,93.8125,1.0,47889.0,
3853,Honda Civic 1.6A VTi,"$66,000 ",,,"94,000 km (22.6k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016.0,Auto,"$20,173 ","$20,243 ",92.0 kW (123 bhp),2,"$53,334 ",Honda,Civic 1.6A VTi,,,66000.0,,9400022.6,742.0,20173.0,20243.0,1597,92.0123,2.0,53334.0,0.0
3854,Kia Cerato Forte 1.6A SX (COE till 04/2024),"$21,500 ","$6,650 /yr",,"183,000 km (15.9k /yr)",$886 /yr,,"1,591 cc","1,251 kg",2009.0,Auto,"$14,116 ","$14,116 ",92.7 kW (124 bhp),3,"$13,088 ",Kia,Cerato Forte 1.6A SX,,2024-04-01,21500.0,6650.0,18300015.9,886.0,14116.0,14116.0,1591,92.7124,3.0,13088.0,2.0
3855,Volkswagen Jetta GP 1.4A TSI,N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,417 kg",2015.0,Auto,"$19,307 ","$19,307 ",90.0 kW (120 bhp),2,"$58,700 ",Volkswagen,Jetta GP 1.4A TSI,,,,,,620.0,19307.0,19307.0,1390,90.012,2.0,58700.0,
3856,Mazda 3 1.5A,"$67,588 ",,,"64,241 km (28.3k /yr)",$682 /yr,,"1,496 cc","1,310 kg",2018.0,Auto,"$14,364 ","$14,364 ",88.0 kW (118 bhp),1,"$28,457 ",Mazda,3 1.5A,,,67588.0,,6424128.3,682.0,14364.0,14364.0,1496,88.0118,1.0,28457.0,0.0
3857,Toyota Corolla Altis 1.6A (COE till 12/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009.0,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),4,"$15,988 ",Toyota,Corolla Altis 1.6A,,2024-12-01,,,,890.0,17853.0,17853.0,1598,80.0107,4.0,15988.0,
3858,Kia Cerato 1.6M (COE till 09/2028),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,268 kg",2008.0,Manual,"$9,463 ","$9,463 ",89.7 kW (120 bhp),1,"$32,339 ",Kia,Cerato 1.6M,,2028-09-01,,,,959.0,9463.0,9463.0,1591,89.712,1.0,32339.0,
3859,Kia Cerato 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,287 kg",2018.0,Auto,"$13,891 ","$13,891 ",93.8 kW (125 bhp),1,"$29,159 ",Kia,Cerato 1.6A EX,,,,,,738.0,13891.0,13891.0,1591,93.8125,1.0,29159.0,
3860,Toyota Corolla Altis 1.6A (New 10-yr COE),"$58,800 ","$5,880 /yr",,"125,000 km (12.4k /yr)",$816 /yr,N.A.,"1,598 cc","1,195 kg",2010.0,Auto,"$16,680 ","$16,680 ",80.0 kW (107 bhp),2,N.A.,Toyota,Corolla Altis 1.6A,,2035-12-31,58800.0,5880.0,12500012.4,816.0,16680.0,16680.0,1598,80.0107,2.0,,2.0
3861,Nissan Latio 1.5A (COE till 01/2029),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,498 cc","1,110 kg",2008.0,Auto,"$17,293 ","$17,293 ",80.0 kW (107 bhp),3,"$26,047 ",Nissan,Latio 1.5A,,2029-01-01,,,,889.0,17293.0,17293.0,1498,80.0107,3.0,26047.0,
3862,Nissan Latio 1.5A (COE till 01/2029),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,498 cc","1,110 kg",2008.0,Auto,"$17,293 ","$6,493 ",80.0 kW (107 bhp),4,"$26,047 ",Nissan,Latio 1.5A,,2029-01-01,,,,889.0,17293.0,6493.0,1498,80.0107,4.0,26047.0,
3863,Subaru Impreza 4D 2.0i-S EyeSight,N.A,N.A,,N.A.,"$1,208 /yr",N.A.,"1,995 cc","1,438 kg",2017.0,Auto,"$14,260 ","$14,260 ",115.0 kW (154 bhp),1,"$42,322 ",Subaru,Impreza 4D 2.0i-S EyeSight,,,,,,1208.0,14260.0,14260.0,1995,115.0154,1.0,42322.0,
3864,Mazda 3 Mild Hybrid 1.5A Elegance,"$89,800 ",,,"14,900 km (11.7k /yr)",$682 /yr,,"1,496 cc","1,397 kg",2019.0,Auto,"$24,731 ","$16,624 ",88.0 kW (118 bhp),1,"$32,309 ",Mazda,3 Mild Hybrid 1.5A Elegance,,,89800.0,,1490011.7,682.0,24731.0,16624.0,1496,88.0118,1.0,32309.0,1.0
3865,Hyundai Elantra 1.6A Elite Sunroof,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2011.0,Auto,"$14,926 ","$14,926 ",95.6 kW (128 bhp),2,"$52,392 ",Hyundai,Elantra 1.6A Elite Sunroof,,,,,,738.0,14926.0,14926.0,1591,95.6128,2.0,52392.0,
3866,Mazda 3 1.5A Sunroof,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,310 kg",2017.0,Auto,"$15,926 ","$10,926 ",88.0 kW (118 bhp),1,"$45,201 ",Mazda,3 1.5A Sunroof,,,,,,682.0,15926.0,10926.0,1496,88.0118,1.0,45201.0,
3867,Honda Civic 2.0A Si Sunroof (COE till 03/2024),N.A,N.A,,N.A.,"$1,452 /yr",N.A.,"1,998 cc","1,312 kg",2009.0,Auto,"$29,095 ","$29,095 ",114.0 kW (152 bhp),3,"$16,509 ",Honda,Civic 2.0A Si Sunroof,,2024-03-01,,,,1452.0,29095.0,29095.0,1998,114.0152,3.0,16509.0,
3868,Toyota Vios 1.5A E (COE till 08/2027),"$38,000 ","$5,840 /yr",,"134,000 km (9.9k /yr)",$958 /yr,,"1,497 cc","1,095 kg",2007.0,Auto,"$12,607 ","$13,868 ",80.0 kW (107 bhp),3,"$45,400 ",Toyota,Vios 1.5A E,,2027-08-01,38000.0,5840.0,1340009.9,958.0,12607.0,13868.0,1497,80.0107,3.0,45400.0,0.0
3869,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015.0,Auto,"$17,713 ","$12,713 ",88.0 kW (118 bhp),1,"$54,301 ",Mazda,3 1.5A Deluxe,,,,,,682.0,17713.0,12713.0,1496,88.0118,1.0,54301.0,
3870,Nissan Sylphy 1.5A (COE till 03/2023),"$16,800 ","$7,820 /yr",,N.A.,$889 /yr,,"1,498 cc","1,175 kg",2007.0,Auto,"$17,833 ","$17,833 ",80.0 kW (107 bhp),2,"$19,637 ",Nissan,Sylphy 1.5A,,2023-03-01,16800.0,7820.0,,889.0,17833.0,17833.0,1498,80.0107,2.0,19637.0,
3871,Mitsubishi Lancer 1.6A GLX (New 5-yr COE),N.A,N.A,,N.A.,$807 /yr,N.A.,"1,584 cc",N.A.,2010.0,Auto,"$13,727 ","$13,727 ",79.0 kW (105 bhp),2,N.A.,Mitsubishi,Lancer 1.6A GLX,,,,,,807.0,13727.0,13727.0,1584,79.0105,2.0,,
3872,Alfa Romeo Giulia 2.0A Veloce,"$165,000 ",,,"22,000 km (10.6k /yr)","$1,208 /yr",,"1,995 cc","1,530 kg",2018.0,Auto,"$37,898 ","$45,058 ",206.0 kW (276 bhp),1,"$31,809 ",Alfa,Romeo Giulia 2.0A Veloce,,,165000.0,,2200010.6,1208.0,37898.0,45058.0,1995,206.0276,1.0,31809.0,1.0
3873,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2018.0,Auto,"$21,858 ","$22,602 ",96.0 kW (128 bhp),1,"$38,510 ",Toyota,Corolla Altis 1.6A Elegance,,,,,,742.0,21858.0,22602.0,1598,96.0128,1.0,38510.0,
3875,Kia Cerato K3 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017.0,Auto,"$12,082 ","$12,082 ",95.3 kW (127 bhp),2,"$50,101 ",Kia,Cerato K3 1.6A,,,,,,738.0,12082.0,12082.0,1591,95.3127,2.0,50101.0,
3876,Toyota Corolla Altis 1.6A (New 5-yr COE),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010.0,Auto,"$16,716 ","$16,716 ",80.0 kW (107 bhp),3,N.A.,Toyota,Corolla Altis 1.6A,,,,,,816.0,16716.0,16716.0,1598,80.0107,3.0,,
3877,Hyundai Avante 1.6A S (COE till 04/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009.0,Auto,"$11,706 ","$11,706 ",89.7 kW (120 bhp),4,"$13,088 ",Hyundai,Avante 1.6A S,,2024-04-01,,,,886.0,11706.0,11706.0,1591,89.712,4.0,13088.0,
3878,Toyota Vios 1.5A E (COE till 12/2024),N.A,N.A,,N.A.,$821 /yr,N.A.,"1,497 cc","1,095 kg",2009.0,Auto,"$12,717 ","$12,717 ",80.0 kW (107 bhp),4,"$15,988 ",Toyota,Vios 1.5A E,,2024-12-01,,,,821.0,12717.0,12717.0,1497,80.0107,4.0,15988.0,
3879,Hyundai Avante 1.6A S (COE till 10/2028),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,264 kg",2008.0,Auto,"$11,390 ","$11,390 ",89.7 kW (120 bhp),5,"$30,284 ",Hyundai,Avante 1.6A S,,2028-10-01,,,,959.0,11390.0,11390.0,1591,89.712,5.0,30284.0,
3880,Mitsubishi Attrage 1.2A Sports,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2016.0,Auto,"$14,722 ","$5,000 ",57.0 kW (76 bhp),1,"$51,507 ",Mitsubishi,Attrage 1.2A Sports,,,,,,506.0,14722.0,5000.0,1193,57.076,1.0,51507.0,
3881,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2018.0,Auto,"$21,858 ","$22,602 ",96.0 kW (128 bhp),1,"$28,457 ",Toyota,Corolla Altis 1.6A Elegance,,,,,,742.0,21858.0,22602.0,1598,96.0128,1.0,28457.0,
3882,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2017.0,Auto,"$13,083 ","$5,000 ",57.0 kW (76 bhp),1,"$51,600 ",Mitsubishi,Attrage 1.2A,,,,,,506.0,13083.0,5000.0,1193,57.076,1.0,51600.0,
3883,Kia Cerato Forte 1.6A SX (New 5-yr COE),N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,261 kg",2011.0,Auto,"$12,801 ","$12,801 ",91.1 kW (122 bhp),4,N.A.,Kia,Cerato Forte 1.6A SX,,,,,,738.0,12801.0,12801.0,1591,91.1122,4.0,,
3885,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2016.0,Auto,"$14,259 ","$5,000 ",57.0 kW (76 bhp),1,"$50,951 ",Mitsubishi,Attrage 1.2A,,,,,,506.0,14259.0,5000.0,1193,57.076,1.0,50951.0,
3886,Hyundai Elantra 1.6A Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015.0,Auto,"$15,245 ","$15,245 ",97.0 kW (130 bhp),1,"$43,000 ",Hyundai,Elantra 1.6A Elite,,,,,,738.0,15245.0,15245.0,1591,97.013,1.0,43000.0,
3887,BMW ALPINA B3 Bi-Turbo Sunroof,N.A,N.A,,N.A.,"$2,362 /yr",N.A.,"2,979 cc","1,630 kg",2015.0,Auto,"$88,923 ","$132,062 ",301.0 kW (403 bhp),1,"$48,011 ",BMW,ALPINA B3 Bi-Turbo Sunroof,,,,,,2362.0,88923.0,132062.0,2979,301.0403,1.0,48011.0,
3888,Toyota Corolla Altis 1.6A (COE till 01/2022),N.A,N.A,,N.A.,"$1,113 /yr",N.A.,"1,598 cc","1,115 kg",2006.0,Auto,"$15,355 ","$16,891 ",81.0 kW (108 bhp),1,"$25,323 ",Toyota,Corolla Altis 1.6A,,2022-01-01,,,,1113.0,15355.0,16891.0,1598,81.0108,1.0,25323.0,
3889,Toyota Corolla Altis 1.6A (COE till 05/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,598 cc","1,195 kg",2008.0,Auto,"$16,994 ","$16,994 ",80.0 kW (107 bhp),4,"$19,096 ",Toyota,Corolla Altis 1.6A,,2023-05-01,,,,965.0,16994.0,16994.0,1598,80.0107,4.0,19096.0,
3891,Nissan Sylphy 1.6A Premium,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015.0,Auto,"$16,283 ","$16,283 ",85.0 kW (113 bhp),1,"$56,989 ",Nissan,Sylphy 1.6A Premium,,,,,,742.0,16283.0,16283.0,1598,85.0113,1.0,56989.0,
3892,Toyota Corolla Altis 1.6A (COE till 12/2021),N.A,N.A,,N.A.,"$1,039 /yr",N.A.,"1,598 cc","1,115 kg",2006.0,Auto,"$15,355 ","$16,891 ",81.0 kW (108 bhp),2,"$25,636 ",Toyota,Corolla Altis 1.6A,,2021-12-01,,,,1039.0,15355.0,16891.0,1598,81.0108,2.0,25636.0,
3893,Hyundai Avante 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2019.0,Auto,"$14,460 ","$14,460 ",93.8 kW (125 bhp),1,"$26,309 ",Hyundai,Avante 1.6A GLS S,,,,,,738.0,14460.0,14460.0,1591,93.8125,1.0,26309.0,
3894,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2017.0,Auto,"$13,426 ","$5,000 ",59.0 kW (79 bhp),1,"$28,457 ",Mitsubishi,Attrage 1.2A,,,,,,506.0,13426.0,5000.0,1193,59.079,1.0,28457.0,
3895,Hyundai Elantra 1.6A Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015.0,Auto,"$14,379 ","$14,379 ",97.0 kW (130 bhp),1,"$61,000 ",Hyundai,Elantra 1.6A Elite,,,,,,738.0,14379.0,14379.0,1591,97.013,1.0,61000.0,
3896,Toyota Vios 1.5M E (COE till 12/2030),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,075 kg",2010.0,Manual,"$11,706 ","$11,706 ",80.0 kW (107 bhp),2,"$37,303 ",Toyota,Vios 1.5M E,,2030-12-01,,,,752.0,11706.0,11706.0,1497,80.0107,2.0,37303.0,
3898,Toyota Corolla Altis 1.6A (COE till 09/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009.0,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),4,"$14,743 ",Toyota,Corolla Altis 1.6A,,2024-09-01,,,,890.0,17853.0,17853.0,1598,80.0107,4.0,14743.0,
3899,Volkswagen Jetta 1.4A TSI (COE till 08/2025),N.A,N.A,,N.A.,$682 /yr,N.A.,"1,390 cc","1,377 kg",2010.0,Auto,"$22,085 ","$22,085 ",118.0 kW (158 bhp),3,"$16,095 ",Volkswagen,Jetta 1.4A TSI,,2025-08-01,,,,682.0,22085.0,22085.0,1390,118.0158,3.0,16095.0,
3900,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015.0,Auto,"$19,589 ","$19,589 ",90.0 kW (120 bhp),1,"$56,209 ",Toyota,Corolla Altis 1.6A Elegance,,,,,,742.0,19589.0,19589.0,1598,90.012,1.0,56209.0,
3902,Honda Civic 1.6A VTi (COE till 05/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2008.0,Auto,"$19,272 ","$19,272 ",92.0 kW (123 bhp),3,"$19,096 ",Honda,Civic 1.6A VTi,,2023-05-01,,,,962.0,19272.0,19272.0,1595,92.0123,3.0,19096.0,
3903,Kia Cerato K3 1.6A SX Sunroof (OPC),N.A,N.A,,N.A.,$238 /yr,N.A.,"1,591 cc","1,295 kg",2017.0,Auto,"$15,649 ","$15,649 ",95.3 kW (127 bhp),1,"$29,791 ",Kia,Cerato K3 1.6A SX Sunroof (OPC),,,,,,238.0,15649.0,15649.0,1591,95.3127,1.0,29791.0,
3904,Hyundai Avante 1.6A GLS,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2018.0,Auto,"$12,302 ","$12,302 ",93.8 kW (125 bhp),1,"$25,920 ",Hyundai,Avante 1.6A GLS,,,,,,738.0,12302.0,12302.0,1591,93.8125,1.0,25920.0,
3905,Toyota Vios 1.5A E (COE till 05/2022),"$12,800 ","$9,820 /yr",,N.A.,$958 /yr,,"1,497 cc","1,020 kg",2006.0,Auto,"$12,237 ","$13,461 ",80.0 kW (107 bhp),1,"$25,333 ",Toyota,Vios 1.5A E,,2022-05-01,12800.0,9820.0,,958.0,12237.0,13461.0,1497,80.0107,1.0,25333.0,
3906,Honda Civic 1.8A VTi-S G (COE till 08/2028),N.A,N.A,,N.A.,"$1,271 /yr",N.A.,"1,799 cc","1,240 kg",2008.0,Auto,"$18,966 ","$18,966 ",103.0 kW (138 bhp),4,"$34,991 ",Honda,Civic 1.8A VTi-S G,,2028-08-01,,,,1271.0,18966.0,18966.0,1799,103.0138,4.0,34991.0,
3907,Hyundai Avante 1.6A S (COE till 04/2029),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009.0,Auto,"$11,372 ","$11,372 ",89.7 kW (120 bhp),1,"$26,175 ",Hyundai,Avante 1.6A S,,2029-04-01,,,,886.0,11372.0,11372.0,1591,89.712,1.0,26175.0,
3908,Honda Civic 1.8A VTi-S G (COE till 09/2023),N.A,N.A,,N.A.,"$1,271 /yr",N.A.,"1,799 cc","1,240 kg",2008.0,Auto,"$18,004 ","$18,004 ",103.0 kW (138 bhp),4,"$16,689 ",Honda,Civic 1.8A VTi-S G,,2023-09-01,,,,1271.0,18004.0,18004.0,1799,103.0138,4.0,16689.0,
3909,Hyundai Elantra 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2018.0,Auto,"$11,491 ","$11,491 ",93.8 kW (125 bhp),1,"$36,810 ",Hyundai,Elantra 1.6A GLS S,,,,,,738.0,11491.0,11491.0,1591,93.8125,1.0,36810.0,
3910,Hyundai Avante 1.6M (COE till 05/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009.0,Manual,"$9,672 ","$9,672 ",89.7 kW (120 bhp),3,"$13,943 ",Hyundai,Avante 1.6M,,2024-05-01,,,,886.0,9672.0,9672.0,1591,89.712,3.0,13943.0,
3911,Kia Cerato 1.6A (COE till 11/2023),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,290 kg",2008.0,Auto,"$11,333 ","$4,788 ",89.7 kW (120 bhp),3,"$14,835 ",Kia,Cerato 1.6A,,2023-11-01,,,,959.0,11333.0,4788.0,1591,89.712,3.0,14835.0,
3912,Kia Cerato Forte 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017.0,Auto,"$11,477 ","$11,477 ",95.3 kW (127 bhp),1,"$38,830 ",Kia,Cerato Forte 1.6A EX,,,,,,738.0,11477.0,11477.0,1591,95.3127,1.0,38830.0,
3913,Nissan Sylphy 1.6A,"$38,900 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2014.0,Auto,"$15,603 ","$10,603 ",85.0 kW (113 bhp),2,"$64,600 ",Nissan,Sylphy 1.6A,,,38900.0,,,742.0,15603.0,10603.0,1598,85.0113,2.0,64600.0,
3914,Volkswagen Jetta Sport 1.4A TSI (COE till 05/2030),N.A,N.A,,N.A.,$682 /yr,N.A.,"1,390 cc","1,377 kg",2010.0,Auto,"$22,106 ","$22,106 ",118.0 kW (158 bhp),3,"$32,875 ",Volkswagen,Jetta Sport 1.4A TSI,,2030-05-01,,,,682.0,22106.0,22106.0,1390,118.0158,3.0,32875.0,
3915,Honda Civic 1.6A VTi-S,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,225 kg",2011.0,Auto,"$21,606 ","$21,606 ",92.0 kW (123 bhp),2,"$48,112 ",Honda,Civic 1.6A VTi-S,,,,,,742.0,21606.0,21606.0,1598,92.0123,2.0,48112.0,
3916,Kia Cerato K3 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2016.0,Auto,"$14,817 ","$14,817 ",95.3 kW (127 bhp),2,"$51,600 ",Kia,Cerato K3 1.6A EX,,,,,,738.0,14817.0,14817.0,1591,95.3127,2.0,51600.0,
3917,Subaru Impreza 4D 1.6i-S,N.A,N.A,,N.A.,$744 /yr,N.A.,"1,600 cc","1,449 kg",2017.0,Auto,"$13,646 ","$13,646 ",84.0 kW (112 bhp),1,"$52,000 ",Subaru,Impreza 4D 1.6i-S,,,,,,744.0,13646.0,13646.0,1600,84.0112,1.0,52000.0,
3918,Hyundai Elantra 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2016.0,Auto,"$13,663 ","$13,663 ",93.8 kW (125 bhp),1,"$51,600 ",Hyundai,Elantra 1.6A GLS S,,,,,,738.0,13663.0,13663.0,1591,93.8125,1.0,51600.0,
3919,Toyota Vios 1.5A G (COE till 05/2024),"$22,800 ","$6,870 /yr",,N.A.,$821 /yr,,"1,497 cc","1,110 kg",2009.0,Auto,"$13,876 ","$13,876 ",80.0 kW (107 bhp),6,"$13,943 ",Toyota,Vios 1.5A G,,2024-05-01,22800.0,6870.0,,821.0,13876.0,13876.0,1497,80.0107,6.0,13943.0,
3920,Toyota Premio 1.5A F (COE till 02/2024),N.A,N.A,,N.A.,$818 /yr,N.A.,"1,496 cc","1,200 kg",2008.0,Auto,"$18,633 ","$18,633 ",81.0 kW (108 bhp),4,"$12,864 ",Toyota,Premio 1.5A F,,2024-02-01,,,,818.0,18633.0,18633.0,1496,81.0108,4.0,12864.0,
3921,Honda Civic 2.0A Si (COE till 04/2029),N.A,N.A,,N.A.,"$1,452 /yr",N.A.,"1,998 cc","1,312 kg",2008.0,Auto,"$29,982 ","$29,982 ",114.0 kW (152 bhp),4,"$35,411 ",Honda,Civic 2.0A Si,,2029-04-01,,,,1452.0,29982.0,29982.0,1998,114.0152,4.0,35411.0,
3922,Toyota Corolla Altis 1.6A (COE till 10/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,598 cc","1,195 kg",2008.0,Auto,"$16,777 ","$16,777 ",80.0 kW (107 bhp),2,"$15,142 ",Toyota,Corolla Altis 1.6A,,2023-10-01,,,,965.0,16777.0,16777.0,1598,80.0107,2.0,15142.0,
3923,Toyota Corolla Altis 1.6A Elegance (New 10-yr COE),N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2011.0,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,N.A.,Toyota,Corolla Altis 1.6A Elegance,,2035-12-31,,,,742.0,15510.0,15510.0,1598,90.012,2.0,,
3924,Toyota Vios 1.5A E (COE till 06/2025),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,095 kg",2010.0,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),2,"$16,438 ",Toyota,Vios 1.5A E,,2025-06-01,,,,752.0,12306.0,12306.0,1497,80.0107,2.0,16438.0,
3925,Honda Civic 1.8A VTi-S (COE till 05/2023),N.A,N.A,,N.A.,"$1,271 /yr",N.A.,"1,799 cc","1,219 kg",2008.0,Auto,"$21,286 ","$21,286 ",103.0 kW (138 bhp),4,"$19,356 ",Honda,Civic 1.8A VTi-S,,2023-05-01,,,,1271.0,21286.0,21286.0,1799,103.0138,4.0,19356.0,
3926,Mazda 3 1.5A Sunroof,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,310 kg",2017.0,Auto,"$15,614 ","$10,614 ",88.0 kW (118 bhp),1,"$47,112 ",Mazda,3 1.5A Sunroof,,,,,,682.0,15614.0,10614.0,1496,88.0118,1.0,47112.0,
3927,Hyundai Avante 1.6A (COE till 07/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009.0,Auto,"$11,278 ","$11,278 ",89.7 kW (120 bhp),3,"$15,256 ",Hyundai,Avante 1.6A,,2024-07-01,,,,886.0,11278.0,11278.0,1591,89.712,3.0,15256.0,
3928,Toyota Vios 1.5A E Sports (COE till 09/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008.0,Auto,"$11,834 ","$11,834 ",80.0 kW (107 bhp),2,"$16,170 ",Toyota,Vios 1.5A E Sports,,2023-09-01,,,,889.0,11834.0,11834.0,1497,80.0107,2.0,16170.0,
3929,Chevrolet Cruze 1.6A (COE till 04/2029),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,388 kg",2009.0,Auto,"$12,482 ","$12,482 ",80.0 kW (107 bhp),2,"$26,175 ",Chevrolet,Cruze 1.6A,,2029-04-01,,,,890.0,12482.0,12482.0,1598,80.0107,2.0,26175.0,
